company_name,canonical_key,all_names,city,state,sector_guess,stage_guess,funding_musd_hint,valuation_musd_hint,founders_hint,status_hint,why_notable,freq,discovery_urls,sources_files,priority_score,startup_id
InsuranceDekho,insurancedekho,InsuranceDekho,Gurugram,Haryana,insurtech,growth,0.0,0.0,Ankit Agrawal,"ACTIVE — merged with RenewBuy Sep 2026 under InsuranceDekho brand, Ankit Agrawal CEO","EVENT: InsuranceDekho+RenewBuy merger (Sep 2026), pan-India insurance distribution",1,https://entrackr.com/report/weekly-funding-report-weekly-funding-report/funding-and-acquisitions-in-indian-startups-this-week-aug-31-sep-05-12495074,d3_events_recency.json,25.0,S0322
MOPP Foods (Moppfoods),mopp foods moppfoods,MOPP Foods (Moppfoods),Gurugram,Haryana,foodtech cloud kitchen,Seed,0.0,1.7,"Geetika Gupta, Gaurav Gupta",active,Shark Tank fame; Kouzina invest,1,https://platform.tracxn.com/a/d/company/5c8bb15b9adc104cb9aa90e3/moppfoods.com?utm_source=parallel&utm_medium=ai#a:about,d2_sectors.json,25.0,S0323
RenewBuy,renewbuy,RenewBuy,Gurugram,Haryana,insurtech,merged,0.0,0.0,,MERGED — merged into InsuranceDekho Sep 2026,EVENT: merger into InsuranceDekho (Sep 2026),1,https://entrackr.com/report/weekly-funding-report-weekly-funding-report/funding-and-acquisitions-in-indian-startups-this-week-aug-31-sep-05-12495074,d3_events_recency.json,25.0,S0324
Yubi,yubi,Yubi,Chennai,Tamil Nadu,fintech/debt marketplace,Unicorn,0.0,0.0,,Private,Chennai fintech unicorn,1,https://bhavyasharmaandassociates.com/reports/top-100-startups-2026.html,d1_hubs_unicorns.json,25.0,S0325
Guickly,guickly,Guickly,,,ai,seed,4.2,0.0,Prashant Jalan (ex-Google AI),ACTIVE — $4.2M seed Sep 2026 led Engineering Capital; founder ex-Google AI lead,"EVENT: $4.2M seed (Sep 2026), ex-Google AI founder",1,https://entrackr.com/report/weekly-funding-report-weekly-funding-report/funding-and-acquisitions-in-indian-startups-this-week-aug-31-sep-05-12495074,d3_events_recency.json,24.7,S0326
Zoplar,zoplar,Zoplar,,,healthtech,shutdown,3.4,0.0,,"SHUTDOWN May 2025 — regulatory crackdown on refurbished medical imports, 1 month after $3.4M raise; 45 laid off",EVENT: shutdown May 2025 post-regulatory crackdown; raised $3.4M Jan 2025,1,https://inc42.com/features/indian-startup-layoff-tracker-2025/,d3_events_recency.json,23.7,S0327
Navata Supply Chain Solutions,navata supply chain solutions,Navata Supply Chain Solutions,Hyderabad,Telangana,logistics last-mile,early,0.16167664670658682,0.0,"Hima Parvataneni, Vineel Parvataneni",active,Abyro-led; Bharat last-mile,1,https://indianstartupnews.com/funding/navata-supply-chain-solutions-raises-rs-135-crore-to-revolutionize-last-mile-integrated-logistics-in-bharat-10532904,d2_sectors.json,23.0,S0328
Astra,astra,Astra,,,ai agents saas,shutdown,2.8,0.0,,SHUTDOWN Jul 2025 — co-founder clash; 106 stranded; Aravind Srinivas-backed,"EVENT: shutdown Jul 2025, founder dispute",1,https://inc42.com/features/indian-startup-layoff-tracker-2025/,d3_events_recency.json,22.7,S0329
mPokket,mpokket,mPokket,Kolkata,West Bengal,fintech/lending,Growth,0.0,0.0,,Private,Kolkata lending app,1,https://inc42.com/lists/top-30-funded-startups-in-kolkata-2026/,d1_hubs_unicorns.json,22.0,S0330
StockEdge/Kredent,stockedge kredent,StockEdge/Kredent,Kolkata,West Bengal,fintech/market analytics,Early,0.0,0.0,,Private,Kolkata market-tech,1,https://inc42.com/lists/top-30-funded-startups-in-kolkata-2026/,d1_hubs_unicorns.json,22.0,S0331
EyeROV,eyerov,EyeROV,Kochi,Kerala,robotics marine,early,0.15568862275449102,0.0,"Johns T Mathai, Kannappa Palaniappan",active,Navy UWROV order,1,https://indianstartupnews.com/tags/robotics,d2_sectors.json,21.9,S0332
iHub Robotics,ihub robotics,iHub Robotics,Kochi,Kerala,robotics humanoid,Pre-seed,0.0,0.0,,active,Kochi humanoid; Tier-2,1,https://www.therobotreport.com/wp-content/uploads/2025/11/RR-TopStartup-2025.pdf,d2_sectors.json,21.0,S0333
AU Small Finance Bank,au small finance bank,AU Small Finance Bank,Jaipur,Rajasthan,fintech/bank,Public,0.0,0.0,,Listed,Jaipur finance anchor; startup-like? verify,1,https://inc42.com/lists/top-30-funded-startups-in-jaipur-2026/,d1_hubs_unicorns.json,20.0,S0334
Climatech Environment,climatech environment,Climatech Environment,Jaipur,Rajasthan,climate dac,Seed,0.0,0.0,,active,Tier-2 DAC startup Jaipur,1,https://platform.tracxn.com/a/d/company/585399b4e4b0744078bb9814/climatech%20environment?utm_source=parallel&utm_medium=ai#a:about,d2_sectors.json,20.0,S0335
Finova Capital,finova capital,Finova Capital,Jaipur,Rajasthan,fintech/nbfc,Growth,0.0,0.0,,Private,Jaipur NBFC,1,https://inc42.com/lists/top-30-funded-startups-in-jaipur-2026/,d1_hubs_unicorns.json,20.0,S0336
Garuda Aerospace,garuda aerospace,Garuda Aerospace,Chennai,Tamil Nadu,drones,Series B,0.0,0.0,Agnishwar Jayaprakash (known),active,Agri/defence drones,1,https://tracxn.com/d/explore/robotics-industry-applications-startups-in-india/__2TesP41aYh1bEp-zpz2SJUitRkeraFUkZqrKotTF1dA,d2_sectors.json,20.0,S0337
Hisabkitab,hisabkitab,Hisabkitab,Surat,Gujarat,saas accounting,Seed,0.0,0.0,,active,Surat SME accounting; 2700 paying,1,https://foundersday.co/startup-funding-tracker?74bb1511_page=3,d2_sectors.json,19.0,S0338
Pickkup,pickkup,Pickkup,Chandigarh,Chandigarh,ev logistics,Seed,0.0,0.0,"Ankush Sharma, Chandra Shekhar, Upma Sharma",active,Tier-2 EV fleet; WFC-led,1,https://www.entrepreneurindia.com/blog/en/news/ev-logistics-startup-pickkup-secures-funding-to-expand-fleet-and-technology.55942,d2_sectors.json,19.0,S0339
ShopKirana,shopkirana,ShopKirana,Indore,Madhya Pradesh,b2b retail supply,growth,0.0,0.0,"Sumit Ghorawat, Tanutejas Saraswat, Deepak Dhanotiya (known)",active,Indore B2B retail leader,1,https://mp.tie.org/beyond-metros-indore-central-india-new-frontier-for-startups,d2_sectors.json,19.0,S0340
Theater,theater,Theater,Chandigarh,Chandigarh,fashion / d2c,Series A,0.8982035928143712,4.910179640718563,,ACTIVE — Rs 75cr Series A Sep 10 2026 at Rs 410cr post-money led Niveshaay,"EVENT: Rs 75cr Series A (Sep 10 2026), fashion brand offline expansion",1,https://startuptalky.com/news/daily-indian-funding-roundup-key-news-10-september-2026/,d3_events_recency.json,18.2,S0341
Advaita Interactive,advaita interactive,Advaita Interactive,Kolkata,West Bengal,gaming narrative,pre-seed,0.0,0.0,Judhajit Sarkar,active,Krafton grant; Kolkata studio,1,https://platform.tracxn.com/a/d/company/63a3888ebf2cdb0e034b9431/advaita%20interactive?utm_source=parallel&utm_medium=ai#a:about,d2_sectors.json,17.0,S0342
Lissun,lissun,Lissun,,,healthtech,Series A,0.5748502994011976,0.0,,ACTIVE — Rs 48cr Series A Aug 2026 led Colossa Ventures,"EVENT: Rs 48cr Series A (Aug 2026), mental health",1,https://entrackr.com/report/weekly-funding-report-weekly-funding-report/funding-and-acquisitions-in-indian-startups-this-week-aug-17-aug-22-12412429,d3_events_recency.json,17.0,S0343
Aeron Systems,aeron systems,Aeron Systems,,,aerospace / defence deeptech,Pre-Series B,0.5389221556886228,0.0,,ACTIVE — Rs 45cr Pre-Series B Sep 2026 from Riverwalk + MGF-Kavachh,"EVENT: Rs 45cr Pre-Series B (Sep 2026), aerospace navigation",1,https://beststartup.in/india-startup-funding-september-2026-week-one/,d3_events_recency.json,16.8,S0344
Alle,alle,Alle,,,ai fashion stylist,shutdown,0.0,0.0,,SHUTDOWN Jan 2026 — no PMF after pivots; Elevation-backed; first 2026 shutdown,"EVENT: shutdown Jan 2026 (first of year), AI fashion",1,https://www.ceovine.com/indian-startups-shutdowns-2026-the-complete-list,d3_events_recency.json,14.0,S0345
Altigreen,altigreen,Altigreen,,,ev three-wheeler,shutdown,0.0,0.0,,SHUTDOWN Jun 2025 — halted manufacturing after failed fundraise; Reliance-backed,EVENT: manufacturing halt Jun 2025,1,https://inc42.com/features/25-indian-startups-shut-down-in-2025/,d3_events_recency.json,14.0,S0346
Clear (ClearTax),clear cleartax,Clear (ClearTax),,,fintech saas,layoff,0.0,0.0,,LAYOFF Aug 2025 — 145 (16%) cut amid AI push,EVENT: 145 layoffs Aug 2025 (AI restructuring),1,https://inc42.com/features/indian-startup-layoff-tracker-2025/,d3_events_recency.json,14.0,S0347
Gramophone,gramophone,Gramophone,Indore,Madhya Pradesh,agritech advisory,growth,0.0,0.0,"Tauseef Khan, Nishant Mahatre, Harshit Shukla (known)",merged,Unnati merger; scale push,1,https://mp.tie.org/beyond-metros-indore-central-india-new-frontier-for-startups,d2_sectors.json,14.0,S0348
Indrajaal,indrajaal,Indrajaal,,,defence/counter-drone ai,Early,0.0,0.0,,Private,Inc42 best-2025 pick,1,https://inc42.com/startups/2025-in-review-the-best-of-inc42s-30-startups-to-watch/,d1_hubs_unicorns.json,14.0,S0349
Leap India,leap india,Leap India,,,supply chain / pallets,IPO,0.0,0.0,,LISTED/IPO — IPO opened Aug 7 2026,"EVENT: IPO Aug 7 2026, supply-chain",1,https://www.fortuneindia.com/markets/august-turns-ipogust-as-11-firms-line-up-to-raise-21272-cr-dhoot-transmission-shiprocket-milky-mist-4-others-to-open-this-week/152917,d3_events_recency.json,14.0,S0350
Ola Electric,ola electric,Ola Electric,,,ev (listed),listed layoff,0.0,0.0,Bhavish Aggarwal,LAYOFF Mar 2025 — 1000 (~25%) cut amid losses; listed,"EVENT: 1000 layoffs Mar 2025, listed EV",1,https://inc42.com/features/indian-startup-layoff-tracker-2025/,d3_events_recency.json,14.0,S0351
Rilo,rilo,Rilo,,,martech / ai,acquired,0.0,0.0,,ACQUIRED — tech license + team acqui-hire by Adobe Sep 2026 (Adobe's 2nd India acquisition),"EVENT: Adobe acqui-hire (Sep 2026), marketing intelligence",1,https://entrackr.com/report/weekly-funding-report-weekly-funding-report/funding-and-acquisitions-in-indian-startups-this-week-aug-31-sep-05-12495074,d3_events_recency.json,14.0,S0352
Sanlayan Technologies,sanlayan technologies,Sanlayan Technologies,,,defence electronics,Early,0.0,0.0,,Private,Inc42 best-2025 pick,1,https://inc42.com/startups/2025-in-review-the-best-of-inc42s-30-startups-to-watch/,d1_hubs_unicorns.json,14.0,S0353
Shopflo,shopflo,Shopflo,,,fintech / checkout,acquired,0.0,0.0,,ACQUIRED — bought by Pine Labs (2025-26),EVENT: Pine Labs acquisition (2025-26),1,https://startupfeed.in/startup-ma-boom-india-strategic-exits-2026/,d3_events_recency.json,14.0,S0354
smallest.ai,smallest ai,smallest.ai,,,ai/voice,Early,0.0,0.0,,Private,Inc42 best-2025 voice-AI pick,1,https://inc42.com/startups/2025-in-review-the-best-of-inc42s-30-startups-to-watch/,d1_hubs_unicorns.json,14.0,S0355
Dv2js Innovation,dv2js innovation,Dv2js Innovation,,,defence tech,grant-funded,0.0,0.0,Vrinda Kapoor,active,Woman-founded iDEX winner,1,https://platform.tracxn.com/a/d/company/64343c2284d1d705080453ed/dv2js%20innovation?utm_source=parallel&utm_medium=ai#a:about,d2_sectors.json,10.0,S0356
4700BC,4700bc,4700BC,,,d2c foods,acquired,0.0,0.0,,ACQUIRED — bought by Marico (2025-26),"EVENT: Marico acquisition (2025-26), D2C foods",1,https://startupfeed.in/startup-ma-boom-india-strategic-exits-2026/,d3_events_recency.json,9.0,S0357
Dunzo,dunzo,Dunzo,,,hyperlocal delivery,shutdown,0.0,0.0,,"SHUTDOWN 2025 — Reliance wrote off; mounting losses, no fresh capital",EVENT: shutdown 2025 after Reliance write-off,1,https://inc42.com/features/25-indian-startups-shut-down-in-2025/,d3_events_recency.json,9.0,S0358
GamesKraft,gameskraft,GamesKraft,,,gaming rmg,layoff,0.0,0.0,,LAYOFF Nov 2025 — 400 laid off after RMG ban (RummyCulture),EVENT: 400 layoffs Nov 2025 post-RMG ban,1,https://inc42.com/buzz/a-year-of-pink-slips-9500-layoffs-among-indian-startups-in-2025/,d3_events_recency.json,9.0,S0359
Good Glamm Group,good glamm group,Good Glamm Group,,,d2c beauty (roll-up),shutdown,0.0,0.0,,COLLAPSED 2025 — failed expansion/integration; delayed employee + vendor payments,"EVENT: collapse 2025; unicorn roll-up failure (MyGlamm, Moms Co, POPxo)",1,https://inc42.com/features/25-indian-startups-shut-down-in-2025/,d3_events_recency.json,9.0,S0360
Head Digital Works,head digital works,Head Digital Works,,,gaming rmg (a23),layoff,0.0,0.0,,LAYOFF Sep 2025 — ~500 (67%) cut after RMG ban,EVENT: ~500 layoffs Sep 2025 post-RMG ban,1,https://inc42.com/buzz/a-year-of-pink-slips-9500-layoffs-among-indian-startups-in-2025/,d3_events_recency.json,9.0,S0361
Hike,hike,Hike,,,gaming / web3,shutdown,0.0,0.0,Kavin Bharti Mittal,SHUTDOWN 2025 — casualty of India RMG ban; ex-unicorn shuttered global ops,EVENT: shutdown post-RMG ban 2025; ex-unicorn,1,https://inc42.com/features/25-indian-startups-shut-down-in-2025/,d3_events_recency.json,9.0,S0362
KiranaClub,kiranaclub,KiranaClub,,,b2b commerce,acquired,0.0,0.0,,ACQUIRED — agreed acquisition by Meesho (2025-26),"EVENT: Meesho acquisition (2025-26), B2B commerce",1,https://startupfeed.in/startup-ma-boom-india-strategic-exits-2026/,d3_events_recency.json,9.0,S0363
Log9 Materials,log9 materials,Log9 Materials,,,deeptech / batteries,shutdown,0.0,0.0,,SHUTDOWN May 2025 — tech missteps + debt; asset-heavy VC mismatch,"EVENT: shutdown May 2025, deeptech failure",1,https://inc42.com/features/25-indian-startups-shut-down-in-2025/,d3_events_recency.json,9.0,S0364
PokerBaazi,pokerbaazi,PokerBaazi,,,gaming rmg,layoff,0.0,0.0,,LAYOFF Sep 2025 — 200 (50%) cut,EVENT: 200 layoffs Sep 2025,1,https://inc42.com/features/indian-startup-layoff-tracker-2025/,d3_events_recency.json,9.0,S0365
Pync,pync,Pync,,,home services,shutdown,0.0,0.0,,SHUTDOWN Q1 2026 — quick home services,EVENT: shutdown Q1 2026,1,https://www.ceovine.com/indian-startups-shutdowns-2026-the-complete-list,d3_events_recency.json,9.0,S0366
Zupee,zupee,Zupee,,,gaming rmg,layoff,0.0,0.0,,LAYOFF Sep 2025 + Jan 2026 — 170 (~30%) then 200 more after gaming law,EVENT: 170 layoffs Sep 2025 + 200 Jan 2026 post-RMG ban,1,https://inc42.com/buzz/a-year-of-pink-slips-9500-layoffs-among-indian-startups-in-2025/,d3_events_recency.json,9.0,S0367
