product_id,startup_id,name,category,description,b2b_b2c,pricing_model,launch_date,status,source_id,confidence,notes
PRD0661,S0158,Brush & Tool Line,Makeup tools,"Blend Trend Dual Eyeshadow Brush, Blend Trend Face Brush, Arch Arrival Brow Definer/Stylist/Micro Brow Pencil, Auto Correct Creaseless Concealer brush set. Listed on sugarcosmetics.com under 'Tools' category.",,Retail (₹219-₹949 range),UNKNOWN,active,SRC02501,HIGH,
PRD0662,S0158,AROMAE,UNKNOWN,Not found on sugarcosmetics.com or in any search results. No evidence of current operation or recent divestment. May have been an earlier brand or sub-brand that was discontinued or divested.,,UNKNOWN,UNKNOWN,UNKNOWN,,LOW,"Task prompt mentions AROMAE; no evidence found in any source. Cannot confirm existence, divestment, or acquisition."
PRD0663,S0158,COCUN,UNKNOWN,Not found on sugarcosmetics.com or in any search results. No evidence of current operation or recent divestment. May have been an earlier brand or sub-brand that was discontinued or divested.,,UNKNOWN,UNKNOWN,UNKNOWN,,LOW,"Task prompt mentions COCUN; no evidence found in any source. Cannot confirm existence, divestment, or acquisition."
PRD0664,S0159,Agent Foundry,AI Agent Platform,"Framework for building, grounding, and orchestrating domain-specific agents across commerce workflows. Provides standardized tools for data access, schema alignment, reasoning patterns, memory, and safety layers.",,SaaS subscription,2025-08-11,Active,SRC02510,HIGH,
PRD0665,S0159,Commerce Knowledge Graph,Data Platform,"Unified graph connecting product, customer, transaction, inventory, and operational data. Remembers, reasons and acts across every conversation, order, stock movement, invoice and ticket.",,Platform subscription,,Active,SRC02509,HIGH,
PRD0666,S0159,hoppr,Commerce Intelligence Agent,"Enterprise commerce intelligence agent. Connects Shopify, Shopee, Lazada, GA4 & more; asks questions in natural language; gets trusted answers grounded in business data.",,SaaS subscription,,Active,SRC02524,HIGH,
PRD0667,S0159,All-e,General Trade Sales Agent,"Conversational sales agent for general trade. AI sales agent for distributors, retailers and field sales teams. Voice, WhatsApp & Photo-to-Cart ordering; applies pricing, schemes & credit policies; creates ERP-ready orde",,SaaS subscription,,Active,SRC02510,HIGH,
PRD0668,S0159,Extract,Data Pipeline,"Automated data pipeline for eCommerce. Connects to Shopee, Lazada, Meta Ads, Shopify, Amazon, Zepto; delivers clean structured data to Sheets, Excel, Snowflake, or own database.",,SaaS subscription,,Active,SRC02511,HIGH,
PRD0669,S0159,Chattr,Customer Support Agent,"Customer support agent for commerce. Handles queries, order tracking, returns, and product recommendations.",,SaaS subscription,,Active,SRC02510,MEDIUM,
PRD0670,S0159,Cartlyst,B2B Order Agent,"B2B order specialist agent. Handles order capture, scheme management, and credit checks for distributors and retailers.",,SaaS subscription,,Active,SRC02510,MEDIUM,
PRD0671,S0159,Turbo,Unified Data Agent,"Brings together sales, advertising, inventory, and operations data in one unified view.",,SaaS subscription,,Active,SRC02510,MEDIUM,
PRD0672,S0159,Data Connectors,Integration Layer,"Connectors to marketplaces, D2C platforms, ad platforms, CRM, and ERP systems. AES-256 encrypted, ISO 27001 & SOC-2 certified, GDPR & PDPA compliant.",,Platform subscription,,Active,SRC02511,HIGH,
PRD0673,S0161,AI GPU / NPU hardware,semiconductor hardware,"Custom neural processing unit (NPU) architecture with Massive Matrix Math Units (MMUs), systolic array cores for FP8/INT4 inference, SRAM-dense near-memory compute, and dynamic sparsity handling. Target process node 4nm/",,unknown,,in development,SRC02535,MEDIUM,Product not yet commercially launched; first silicon samples expected late 2026
PRD0674,S0161,Unified Compiler Ecosystem,software,"Open-standard runtime compiler supporting PyTorch, JAX, and ONNX directly to bare-metal machine code. Reduces dependency on proprietary stacks like CUDA.",,unknown,,in development,SRC02535,MEDIUM,Part of full-stack software platform
PRD0675,S0161,Full-stack AI compute platform,software + hardware,"End-to-end AI compute platform covering GPU architecture, compilers, libraries, system software, and AI frameworks for enterprise and datacenter workloads.",,unknown,,in development,SRC02532,HIGH,"Described on official website; AGORA, Ksheera, SVCA product names NOT found in any public source"
PRD0676,S0162,Mokobara (core brand),luggage and travel accessories,"D2C brand selling suitcases, trolley bags, backpacks, briefcases, duffle bags, wallets, kits, sling bags, and travel accessories",,premium D2C pricing,2020,active,SRC02559,HIGH,
PRD0677,S0162,Cabin Luggage,luggage,"First product launched in 2020, prototype designed in London and manufactured in China",,premium,2020,active,SRC02552,MEDIUM,
PRD0678,S0162,Moko 6E,luggage range,Co-branded luggage range with IndiGo airlines providing excess baggage facilities,,partnership,2023,active,SRC02552,MEDIUM,
PRD0679,S0162,Tech Range,luggage,Technology-focused luggage collection listed on mokobara.com,,premium,,active,SRC02559,MEDIUM,
PRD0680,S0162,Iconic Collection,luggage,Signature collection on mokobara.com,,premium,,active,SRC02559,MEDIUM,
PRD0681,S0162,Access Collection,accessories,Travel accessories collection on mokobara.com,,premium,,active,SRC02559,MEDIUM,
PRD0682,S0162,Transit Collection,luggage,Transit-focused luggage collection on mokobara.com,,premium,,active,SRC02559,MEDIUM,
PRD0683,S0162,Em Collection,luggage,Em-themed luggage collection on mokobara.com,,premium,,active,SRC02559,MEDIUM,
PRD0684,S0162,Aisle Collection,luggage,Aisle luggage collection on mokobara.com,,premium,,active,SRC02559,MEDIUM,
PRD0685,S0163,Express Delivery,B2B/B2C courier,First and last-mile express delivery service for e-commerce and enterprise clients,,,,active,SRC02564,HIGH,
PRD0686,S0163,Cross-Border Logistics,International logistics,"Cross-border logistics and transactions, imports and exports",,,,active,SRC02564,HIGH,
PRD0687,S0163,Warehousing,Supply chain,Warehousing services; revenue grew 60X from Rs 0.77 Cr FY23 to Rs 48 Cr FY24,,,,active,SRC02562,HIGH,
PRD0688,S0163,3PL Services,Third-party logistics,Third-party logistics and supply chain solutions for e-commerce businesses,,,,active,SRC02564,HIGH,
PRD0689,S0163,Reverse Logistics,Returns management,Reverse logistics and returns management for e-commerce,,,,active,SRC02564,HIGH,
PRD0690,S0163,ONDC Integration,Platform integration,Onboarded onto ONDC (Open Network for Digital Commerce) as logistics partner,,,2024-11-23,active,SRC02567,MEDIUM,
PRD0691,S0164,FundlyMart,B2B commerce,"B2B ecommerce platform allowing retailers and distributors to discover and order medicines from distributors, with credit embedded into checkout",,UNKNOWN,,LIVE,SRC02571,HIGH,
PRD0692,S0164,Embedded Credit,Lending / fintech,Instant top-up credit and custom credit structures for pharma retailers and distributors; lending decisions based on commerce and payment data rather than conventional financial statements,,interest-based,2021,LIVE,SRC02573,HIGH,
PRD0693,S0164,Payments & Settlement Infrastructure,Payments,"Payment and settlement infrastructure integrating with distributor ERP systems to manage collections, payouts, and reconciliation; currently piloting in Pune",,UNKNOWN,,PILOT (Pune),SRC02571,HIGH,
PRD0694,S0164,Fundly App,Mobile application,"Mobile app for retailers to apply for loans, complete KYC, track repayment schedules, and manage credit",,free,,LIVE,SRC02574,HIGH,
PRD0695,S0165,Gordon AI,cyber resilience platform,"Unified cyber-resilience console spanning SOC monitoring, VAPT, brand intelligence, dark web monitoring, GRC, third-party risk, workforce risk, and cyber risk scoring. 12 modules across Monitor, Assess, Mitigate, Insure.",,"SaaS subscription (tiered: Starter/Growth/Enterprise; from ~$6,607/mo)",,live,SRC02596,HIGH,
PRD0696,S0165,RELIQ,cyber risk quantification,Proprietary cyber risk quantification model that ties live security telemetry to underwriting; translates cyber risk into financial language with scenario-based assessment and probable loss estimation.,,included in platform,,live,SRC02591,HIGH,
PRD0697,S0165,Dranta,privacy governance and consent management,"DPDPA-driven privacy governance and consent management solution; includes consent collection, data deletion requests, cookie scanning, 22 Indian-language translations.",,included in platform,,live,SRC02589,HIGH,
PRD0698,S0165,Mitigata Console,cyber risk management platform,"Automates detection, investigation, and response; streamlines workflows for six-hour incident reporting window and regulatory compliance.",,included in platform,,live,SRC02590,HIGH,
PRD0699,S0165,Scan by Mitigata,security scanning,Security scanning tool referenced in product portfolio.,,,,live,SRC02597,MEDIUM,
PRD0700,S0167,Furniture rental,consumer rental,Subscription-based rental of furniture items,,subscription,2014,active,SRC02606,HIGH,
PRD0701,S0167,Appliance rental,consumer rental,Subscription-based rental of home appliances,,subscription,2014,active,SRC02606,HIGH,
PRD0702,S0167,Water purifier rental,consumer rental,Newer category added to rental offerings,,subscription,,active,SRC02606,MEDIUM,
PRD0703,S0167,Warehouse/experience store leasing,B2B infrastructure,Warehouse and experience store infrastructure leased for operations,,lease,,active,SRC02608,MEDIUM,
PRD0704,S0173,AI Antibody Discovery Platform,,Generative AI models that create antibody sequences for any target antigen without relying on traditional biological sources,,,,,SRC02644,HIGH,
PRD0705,S0173,Wet Lab Testing Facility,,Tests antibody sequences in own wet lab; currently pre-revenue,,,,,SRC02644,HIGH,
PRD0706,S0179,Truva platform,proptech,Online platform for buying/selling renovated homes,,,,,,,
PRD0707,S0180,Omni Processing Unit (OPU),AI semiconductor,"Composable AI compute architecture integrating CPU, GPU, memory, connectivity",,,,,,,
PRD0708,S0180,Agentic Operating Stack (TAOS),AI software,Software layer for deploying AI models without code rewrites,,,,,,,
PRD0709,S0181,Inox Neo,renewable energy generation,Renewable energy IPP platform,,,,,,,
PRD0710,S0181,Inox Solar,solar manufacturing,Solar panel manufacturing,,,,,,,
PRD0711,S0182,Bharat,UAV surveillance,Lightweight man-portable surveillance drone,,,,,,,
PRD0712,S0182,mR10,UAV swarm,World's first operational drone swarm,,,,,,,
PRD0713,S0182,mR20,UAV logistics,Logistics platform for high-altitude supply delivery,,,,,,,
PRD0714,S0182,mR10-IC,UAV surveillance,Surveillance UAV powered by indigenous ICE,,,,,,,
PRD0715,S0182,Long-endurance UAV,UAV long-endurance,"Aircraft capable of 26+ hours airborne, 2000+ km range",,,,,,,
PRD0716,S0183,Battery swapping network,EV infrastructure,Battery-as-a-service platform for electric two- and three-wheelers,,,,,,,
PRD0717,S0183,Swapping stations,EV infrastructure,"1,500+ stations across 75+ cities",,,,,,,
PRD0718,S0185,Elivaas,luxury villa management,Tech-driven luxury villa and holiday home management platform for homeowners and guests,,percentage of topline from property owners,2023-01-02,active,SRC02726,HIGH,
PRD0719,S0185,Alaya Stays,premium apartment management,Sister brand of Elivaas catering to premium apartments,,percentage of topline,,active,SRC02725,HIGH,
PRD0720,S0185,Corporate stay segment,corporate housing,Planned expansion into corporate stay vertical in top 5 cities,,,2027,planned,SRC02731,MEDIUM,CEO said first corporate stay launch expected within one year from Jul 2026
PRD0721,S0186,FAU-G: Domination,mobile game,,,,,,SRC02743,MEDIUM,
PRD0722,S0187,Stimuler voice-first English tutor app,AI edtech,,,,,,SRC02745,MEDIUM,
PRD0723,S0191,Optical Ground Stations,,Ground-based optical communication terminals for satellites,,,,,,,
PRD0724,S0191,Optical Communication Terminals,,Satellite-side optical communication terminals,,,,,,,
PRD0725,S0191,OISL Systems,,Optical inter-satellite link systems for LEO satellite networks,,,,,,,
PRD0726,S0192,Autonomous Mobile Robots (AMR),,Flexible intralogistics AMRs for factories and warehouses; track-free navigation,,,,,,,
PRD0727,S0192,Unit Load Carriers,,"Autonomous unit load carriers, tuggers, and pallet jacks",,,,,,,
PRD0728,S0192,Beacons and Charging Stations,,Components for AMR ecosystem,,,,,,,
PRD0729,S0194,Free Space Optical Communication (FSOC),,Laser-based high-speed connectivity for space and ground,,,,,,,
PRD0730,S0194,Directed Energy Weapon (DEW) systems,,Laser-based defense systems,,,,,,,
PRD0731,S0195,Atlys visa processing platform,,Digital-first visa application and processing platform,,,,,,,
PRD0732,S0197,Kiwi credit card on UPI,,RuPay credit cards linked to UPI enabling credit on UPI payments,,,,,,,
PRD0733,S0197,Interest-Back EMI on UPI,,First interest-back EMI feature on UPI launched 2025,,,,,,,
PRD0734,S0197,Credit-on-UPI (RuPay Credit Cards),fintech / credit cards,"Virtual RuPay credit cards issued in partnership with banks (YES Bank, AU SFB, PNB) linked to UPI for credit payments",,"transaction fees, interest, merchant commissions",2023,active,SRC02796,HIGH,
PRD0735,S0197,Interest-Back EMI on UPI,fintech / credit,"India's first interest-back EMI on UPI; 3-month EMI gets 100% cashback on interest, 6 and 9-month EMIs get 50% cashback",,interest with cashback,2025-10-03,active,SRC02800,HIGH,
PRD0736,S0198,Cooling-as-a-Service (CaaS),,IoT-enabled air conditioning subscription service for businesses,,,,,,,
PRD0737,S0200,Aurum PropTech Ecosystem,,"Integrated PropTech ecosystem covering digital journey, property and asset management",,,,,SRC02829,HIGH,
PRD0738,S0201,Syfe Platform,,"Fully managed portfolios, cash management, digital wealth management; AUM over $10B",,,,,SRC02838,HIGH,
PRD0739,S0202,Prozo Supply Chain OS,,"Full-stack supply chain: 50+ fulfilment centres, 30+ logistics partners, 120+ brands",,,,,SRC02846,HIGH,
PRD0740,S0207,AI-led automated coaching,,Fully automated AI-led coaching for Indian school students,,,,,SRC02858,HIGH,
PRD0741,S0208,A2000 AI chip,,"AI chip designed in India for edge devices, mass production planned",,,,,SRC02869,MEDIUM,
PRD0742,S0209,Saral,Core Product - Microfinance,"Principal core loan product for women in low-income areas in trade/services. JLG model, groups of 2-5 women, centres up to 30 members. Loan amounts INR 25,000-147,500, tenure 24-30 months. Interest 19.99%-25%.",,Interest 19.99%-25%,,Active,SRC02881,HIGH,
PRD0743,S0209,Micro Enterprise Loan (MEL),Core Product - SME,"Collateral-free individual loan products for working capital of small businesses at established premises. Predominantly male customers. Loan amounts INR 50,000-5,00,000, interest 24.24%-26%.",,Interest 24.24%-26%,,Active,SRC02882,HIGH,
PRD0744,S0209,ArohanPrivilege Digital,Digital Lending,"Advanced technology-based digital loan sourcing facility. e-KYC, e-signing, cashless disbursal and repayment. Loan amounts INR 20,000-1,00,000, interest 24.24%, tenure 5-30 months.",,Interest 24.24%,2024-02-23,Active,SRC02883,HIGH,
PRD0745,S0209,Cross-Sell Products (Insurance),Secondary Product - Insurance Distribution,"Life and health insurance products distributed via ApnaBazaar technology platform. Partners include Bajaj Life, HDFC Life, Kotak Mahindra Life. Products include group life insurance, credit protection, Hospicash.",,Commission-based,,Active,SRC02884,HIGH,
PRD0746,S0209,Other Products (Financial Safety Net),Secondary Product - Insurance,"Term life insurance, Hospicash (hospital cash benefit Rs 1,000/day non-ICU, Rs 2,000/day ICU), personal accident cover up to Rs 2,00,000, critical illness Rs 60,000.",,Insurance tie-ups,,Active,SRC02885,HIGH,
PRD0747,S0209,Loans to Small MFIs,Other Product,Loans extended to small MFIs.,,,,Active,SRC02885,MEDIUM,
PRD0748,S0211,Investment Advisory,wealth management,"Curated strategic and tactical portfolios across global equities, alternatives, fixed income, commodities, and liquid assets",,fee-based advisory,2025-02,active,SRC02915,HIGH,
PRD0749,S0211,Tax Planning & Structuring,tax advisory,Comprehensive solutions across India and global tax structuring and compliance,,fee-based,2025-02,active,SRC02915,HIGH,
PRD0750,S0211,Business & Corporate Advisory,corporate advisory,"M&A, merchant banking, NBFC advisory, regulatory compliance",,fee-based,2025-02,active,SRC02915,HIGH,
PRD0751,S0211,Succession & Estate Planning,estate planning,"Structured transfer of wealth, governance frameworks, next-generation mentorship",,fee-based,2025-02,active,SRC02915,HIGH,
PRD0752,S0211,Global Mobility & Residency,advisory,"Citizenship, relocation, international estate planning guidance",,fee-based,2025-02,active,SRC02915,HIGH,
PRD0753,S0211,Real Estate Advisory,real estate,"End-to-end advisory across commercial, residential, and REITs",,fee-based,2025-02,active,SRC02915,HIGH,
PRD0754,S0211,NRI Proposition,wealth management,Dedicated NRI wealth management offering (planned/under development),,TBD,,planned,SRC02904,MEDIUM,
PRD0755,S0211,NBFC Business,non-banking financial,Non-bank lending business (planned/under development),,TBD,,planned,SRC02904,MEDIUM,
PRD0756,S0211,NDPMS (Non-Discretionary PMS),portfolio management,Non-discretionary portfolio management service where investment decisions remain with client,,fee-based,,active,SRC02912,MEDIUM,
PRD0757,S0213,Bodhi Voicebot Platform,Voice AI / Contact Center,"Low-code system to build, deploy, and monitor intelligent voice agents across inbound, outbound, and app-based interfaces",,enterprise,2024,active,SRC02929,HIGH,
PRD0758,S0213,Bodhi Speech Recognition API,Speech AI / ASR,"India's most accurate ASR stack built for regional speech variations, low-connectivity zones, and IVR environments. 11 models, 8 languages. Models trained at 8 kHz for telephony.",,API/metered,2024-03-08,active,SRC02930,HIGH,
PRD0759,S0213,Audio Intelligence API,Analytics / Speech Intelligence,"Batch-processed transcripts, call summaries, and performance insights for call centre automation",,API/metered,2024,active,SRC02930,HIGH,
PRD0760,S0213,AI Contact Center,Contact Center / Agent Platform,"End-to-end platform to build, launch and evaluate production-ready telephony voice agents. Waitlist-based access.",,enterprise,2026,active,SRC02939,HIGH,
PRD0761,S0213,Bodhi Text-to-Speech API,Speech AI / TTS,"57 voices, 10 languages. Batch + streaming synthesis. Telephony-first models at 8 kHz.",,API/metered,2026,active,SRC02940,HIGH,
PRD0762,S0213,Sayl.ai,E-Commerce / Marketing Automation,"AI-enabled automating and marketing platform for D2C businesses (advertisements, post-purchase automation, product catalogs). Associated brand of Navana Tech.",,SaaS,2018,active,SRC02934,MEDIUM,Tracxn lists Sayl.ai as a brand associated with NAVANA TECH INDIA PRIVATE LIMITED
PRD0763,S0214,"Dry and wet pet food, treats, fresh food, supplements and nutritional toppers",pet nutrition,Pet food and nutrition products,B2C,,,active,SRC02945,MEDIUM,
PRD0764,S0215,Used-car leasing and subscription,mobility,"Corporate leasing partner combining tax optimization, policy compliance and operations.",B2B,leasing/subscription,,active,SRC02958,HIGH,
PRD0765,S0215,Corporate mobility / B2B2C employee leasing,mobility,"Full-stack B2B and B2B2C corporate mobility solutions including employee vehicle leasing across new, used, and EV",,leasing/subscription,2022,active,SRC02956,HIGH,
PRD0766,S0215,EV leasing,mobility/electric vehicles,Electric vehicle leasing for corporates; asset-light platform enabling EV fleet adoption,,leasing/subscription,2024,active,SRC02953,MEDIUM,
PRD0767,S0215,Fintech asset-light platform,technology,"Proprietary fintech platform enabling banks/NBFCs to deploy capital; vehicle health monitoring, maintenance, redeployment, resale infrastructure",,technology service,2024,active,SRC02956,MEDIUM,
PRD0768,S0216,Commercial insurance platform,insurtech,"AI-driven platform offering 20+ / 25+ commercial policies, risk and gap analysis for SMEs and enterprises.",B2B,,,active,SRC02966,HIGH,
PRD0769,S0217,Rated-4 data center network,data center,"Colocation, private cloud and managed services with 99.995% uptime SLA.",B2B,,2008,active,SRC02973,HIGH,
PRD0770,S0218,Healthtech and insurtech engagement platform,healthtech / insurtech,"Technology for preventive healthcare, underwriting and digital engagement; serves insurers and pharmaceutical companies.",B2B,,,active,SRC02975,HIGH,
PRD0771,S0226,X Lows,sneakers,"Core sneaker model; available in multiple colors including Chestnut, Cortado, Madagascar, Armstrong",,fixed_price,2023-07,active,SRC03028,HIGH,
PRD0772,S0226,Aeon V2,sneakers,"Sneaker model; priced at Rs 5,299",,fixed_price,2024,active,SRC03028,MEDIUM,
PRD0773,S0226,Mango,limited_edition_drop,Debut limited-edition drop; nostalgia-led concept symbolizing joy and nostalgia in Indian culture; sold out in 15 minutes,,limited_release,2023-07,sold_out,SRC03021,HIGH,
PRD0774,S0226,Pataka,limited_edition_drop,Limited-edition sneaker drop,,limited_release,2023-2024,sold_out,SRC03021,MEDIUM,
PRD0775,S0226,Skribble,limited_edition_drop,Limited-edition sneaker drop,,limited_release,2023-2024,sold_out,SRC03021,MEDIUM,
PRD0776,S0226,Jugnu,limited_edition_drop,Limited-edition sneaker drop,,limited_release,2023-2024,sold_out,SRC03021,MEDIUM,
PRD0777,S0226,Comet x Naru,collaboration,Limited-edition collaboration drop,,limited_release,2024,sold_out,SRC03029,MEDIUM,
PRD0778,S0226,Comet x Farak,collaboration,Limited-edition collaboration drop 'Extra Toppings Only',,limited_release,2024,sold_out,SRC03029,MEDIUM,
PRD0779,S0228,Customer engagement and retention SaaS platform,SaaS,Analyzes user behavior and runs personalized campaigns across channels,,,,,SRC03034,MEDIUM,
PRD0780,S0228,CleverAI Decisioning Engine,AI/Agentic AI,Enterprise-grade agentic intelligence and decisioning engine for autonomous real-time orchestration. Enables continuous experience optimization across customer lifecycle. Powers Experience of One through 1:1 engagement a,,UNKNOWN,2024-05-03,active,SRC03036,HIGH,"Launched May 3, 2024. Three pillars: Predictive, Generative, Prescriptive. Powered by TesseractDB. 66% higher conversion, 35% operational ef"
PRD0781,S0228,CleverAI Agentic AI-verse,AI/Agentic AI,"Agentic AI capabilities for hyper-personalization. Decisioning Engine interprets customer intent, enabling brands to connect customers with the right message, on the right channel, at the right moment. 2026 Gartner MQ Le",,UNKNOWN,2026-02-14,active,SRC03044,HIGH,Gartner MQ 2026 PR describes CleverAI as enterprise-grade agentic intelligence and decisioning engine with Agentic AI-verse
PRD0782,S0228,Customer Data & Analytics,CDP/Analytics,"Ingest, analyze and segment customer data. Unified deep data layer with TesseractDB for contextual individualization.",,UNKNOWN,,active,SRC03043,HIGH,From clevertap.com product page
PRD0783,S0228,Experimentation & Optimization,Analytics,Real-time experimentation for superior customer engagement.,,UNKNOWN,,active,SRC03043,HIGH,From clevertap.com product page
PRD0784,S0228,Personalization,Personalization,Contextualize customer experiences in real-time.,,UNKNOWN,,active,SRC03043,HIGH,From clevertap.com product page
PRD0785,S0228,Campaign Orchestration,Messaging/Orchestration,"Build omnichannel customer experiences effortlessly across push, email, WhatsApp, SMS, in-app, web, RCS.",,UNKNOWN,,active,SRC03043,HIGH,From clevertap.com product page
PRD0786,S0228,rehook.ai promotions engine,Promotions/Engagement,"Promotions automation solution for coupons, discounts, gamification, loyalty programs, and referral initiatives. Acquired April 2025.",,UNKNOWN,2025-04-15,acquired,SRC03037,HIGH,"Y Combinator-backed startup acquired April 15, 2025. Undisclosed deal value."
PRD0787,S0228,Leanplum multi-channel engagement,Messaging,San Francisco-based multi-channel customer engagement platform acquired May 2022. Entity liquidated July 2025 due to integration challenges.,,UNKNOWN,2022-05,liquidated,SRC03038,HIGH,"Acquired 2022, Sofia Bulgaria entity liquidated July 2025. 60-70 Leanplum employees laid off."
PRD0788,S0238,AgroStar Farmer App,Digital platform,"One-stop agri-app providing AI crop diagnosis, weather forecasts, agronomy knowledge, product marketplace, Krishi Charch",,Free (freemium),2013,Active,SRC00056,HIGH,
PRD0789,S0238,Agri Inputs,E-commerce,"200+ high-quality farm inputs including seeds, crop protection (pesticides, insecticides, fungicides, herbicides), crop ",,Marketplace,2013,Active,SRC03114,HIGH,
PRD0790,S0238,Farm Advisory,Agronomy service,"Asia's largest farmer advisory platform. 500+ BSc agronomists consult 25,000 farmers daily. 15M queries resolved. AI-pow",,Free,2013,Active,SRC03113,HIGH,
PRD0791,S0238,Saathi Stores,Retail network,"10,000+ retail stores enabling immediate AgroStar product access. Local entrepreneurs serve as Saathi partners. 400+ las",,Partner network,2021,Active,SRC03127,HIGH,
PRD0792,S0238,Kimaye,Output/Export,"Fresh produce brand exporting F&V to 25+ countries. 100,000+ MT processed annually. Connects Indian farmers to global re",,B2B export,2022,Active,SRC03105,HIGH,
PRD0793,S0238,Krishi Charcha,Community feature,Online helpline within AgroStar app where farmers connect with AgroStar Agri-Doctor and farmer community for discussing ,,Free,2018,Active,SRC00056,HIGH,
PRD0794,S0238,AI Crop Diagnosis,Technology feature,AI-powered instant crop diagnosis and solutions. Image recognition technology for pest/disease identification.,,Free,2018,Active,SRC03113,HIGH,
PRD0795,S0238,Krishi Dukaan,E-commerce,Products section within AgroStar app for agri-inputs shopping. Terms governed by SeedLogic Trading Private Limited as li,,Marketplace,2018,Active,SRC03118,HIGH,
PRD0796,S0239,30 Sundays,,AI-powered custom travel and curated romantic holiday planning/booking for Indian couples,,,,,SRC03137,HIGH,
PRD0797,S0240,Intellend Lending-as-a-Service,embedded finance,Full-stack embedded MSME lending across digital merchant ecosystems,,,,,SRC03147,HIGH,
PRD0798,S0241,Arya.ag platform,post-harvest agritech,"Storage facilities near farms, grain commerce and lending services for farmers",,,,,SRC03164,HIGH,
PRD0799,S0241,Farmgate Storage,warehousing,"Near-farm-gate storage facilities leased from third parties; 12,000 warehouses across 21 states",,,,active,SRC03155,HIGH,
PRD0800,S0241,Grain Commerce Platform,marketplace,Digital platform connecting buyers and sellers of agricultural produce with price assurance,,,,active,SRC03150,HIGH,
PRD0801,S0241,Warehouse Receipt Financing,lending,Loans against stored grain via NBFC arm Aryadhan; interest rates 12.5-12.8%; loans approved in under 5 minutes,,,,active,SRC03150,HIGH,
PRD0802,S0241,Aryadhan NBFC,financial_services,"RBI-registered NBFC arm disbursing agri-loans to farmers, FPOs, aggregators using stored produce as collateral",,,,active,SRC03153,HIGH,
PRD0803,S0242,Hubilo event platform,event technology,"All-in-one virtual and hybrid event platform with webinars, analytics and lead intelligence",,,,,SRC03173,MEDIUM,
PRD0804,S0243,Profound / profound.me,AI professional representation,AI-native professional networking and career representative platform,,,,,SRC03176,MEDIUM,
PRD0805,S0246,Underwriting & Risk AI,AI Solutions,Faster and consistent decision-making on every application,,custom,,LIVE,SRC03187,HIGH,
PRD0806,S0246,Sales & Ops AI,AI Solutions,Move every application forward without human bottlenecks,,custom,,LIVE,SRC03187,HIGH,
PRD0807,S0246,HR & Finance AI,AI Solutions,Cut manual work slowing back office down,,custom,,LIVE,SRC03187,HIGH,
PRD0808,S0246,Autonomous Agent Development,AI Solutions,"Build intelligent agents that can act, decide, deliver",,custom,,LIVE,SRC03187,HIGH,
PRD0809,S0246,Custom Trained Models,AI Solutions,Optimize AI models to client data and business needs,,custom,,LIVE,SRC03187,HIGH,
PRD0810,S0246,Process Automation using AI,AI Solutions,Automate repetitive tasks freeing team from manual work,,custom,,LIVE,SRC03187,HIGH,
PRD0811,S0246,AI Consulting & Strategy,AI Solutions,Identify where AI can make the most impact for business,,custom,,LIVE,SRC03187,HIGH,
PRD0812,S0248,Skanda system,Loitering munitions / gravity-drop bombs,Loitering munition system; current focus product for expansion,,,,active,SRC03199,HIGH,
PRD0813,S0248,Advanced electronic fusing system,Electronic fuzes,Patented advanced electronic fusing system designed to replace legacy mechanical fuses used in underwater operations; filed patent,,,,patent_filed,SRC03199,HIGH,
PRD0814,S0248,Smart fusing systems for UAVs,Aerial warfare components,Electronic fusing systems for unmanned aerial vehicles,,,,active,SRC03204,HIGH,
PRD0815,S0248,Anti-tank mine (3rd version),Land warfare munitions,Anti-tank mine incorporating AI and sensors; third version under development,,,,in_development,SRC03203,MEDIUM,
PRD0816,S0248,Underwater electronic fuzes,Naval warfare,Electronic fuses for underwater/submarine operations; India's first fully indigenous electronic fusing system for underwater munitions targeting submarines,,,,active,SRC03200,MEDIUM,
PRD0817,S0248,Naval mines & munitions,Naval warfare,Munitions for naval applications including AUVs/USVs,,,,in_development,SRC03204,MEDIUM,
PRD0818,S0255,Niyo Global (Debit Card),forex card / debit card,"Zero forex markup international debit card powered by DCB Bank; VISA network; load INR, spend in 180+ countries",,"No joining fee, no annual fee, zero forex markup",2018,active,SRC03243,HIGH,
PRD0819,S0255,Niyo Global (Credit Card),credit card,Zero forex markup VISA Signature credit card issued by SBM Bank (India); airport lounge access,,No annual fee (SBM variant); zero forex markup,2021,active,SRC03244,HIGH,
PRD0820,S0255,Niyo Bharat,payroll/savings,Zero-balance savings account and prepaid payroll card for blue-collar workers; partnered with ICICI Bank and YES Bank,,Zero balance account; Rs 200/account annual fee,2019,active,SRC03245,HIGH,
PRD0821,S0255,Niyo Forex (Kanji Forex),forex services,"RBI-authorized AD-II licensed forex services via Kanji Forex Pvt Ltd; forex cards, foreign currency, outward remittances; 32 branches + 2500 partners",,FX spread-based,2025-08,active,SRC03233,HIGH,
PRD0822,S0255,DCB Secured Credit Card,credit card,Savings account lien-backed secured credit card; launched Oct 2025,,Zero forex markup,2025-10,active,SRC03246,MEDIUM,
PRD0823,S0255,Travel Services,travel,"Visa assistance, flight bookings, hotel bookings, international eSIM, travel insurance",,Commission/fee-based,2022,active,SRC03243,HIGH,
