investor_id,name,type,geography,companies_backed,rounds_participated,sectors,stages,cities,lead_investments,portfolio_notes
INV0079,Google AI Futures Fund,CVC-corporate,"Mountain View, CA, USA",1,1,AI dev-tools / vibe-coding,,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0080,Sequoia India,,,3,4,SaaS/customer engagement; b2b manufacturing; fintech wealthtech,Seed; Series A; Series F,Bengaluru; Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0081,Sequoia India (Peak XV),,,1,1,fintech wealthtech,Series A,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0082,Propel Venture Partners,VC,"San Francisco, US",1,3,fintech wealthtech,Series A; Series D; Series E,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0083,Kauffman Fellows,,,1,1,fintech wealthtech,Series A,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0084,Sequoia Capital India,VC,"Bengaluru, India",8,12,B2B e-commerce / industrial supply chain; Horizontal ecommerce / social commerce; SaaS/customer engagement; crypto/fintech; edtech SaaS; edtech study-abroad; fintech wealthtech; logistics,Series A; Series B; Series C; Series D; Series E; series-a,"Bengaluru; Bengaluru, Karnataka; Mumbai; Noida",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0085,YC Continuity,,,1,2,fintech wealthtech,Series D; Series E,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0086,Iconiq Growth,,,1,2,fintech wealthtech,Series E,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0087,Alkeon,,,1,1,fintech wealthtech,Series E,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0088,Steadfast,,,2,2,fintech payments/lending; fintech wealthtech,Series E,Bengaluru; New Delhi,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0089,Iconiq Capital,Investment Firm,,1,1,fintech wealthtech,Series F,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0090,Peak XV Partners (fka Sequoia India),VC,"Bengaluru, India",1,1,fintech wealthtech,,Bengaluru,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0091,Iconiq Growth/Capital,,,1,1,fintech wealthtech,,Bengaluru,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0093,Fidelity,Financial Services,"Boston, MA, USA",7,9,AI / conversational SaaS; FoodTech / Quick Commerce; Horizontal ecommerce / social commerce; Insurtech / Fintech; ecommerce/eyewear; fintech; logistics,; IPO; Private; Series F extension; Series H; Series I,"Bengaluru, Karnataka; Gurugram; Mumbai; Noida",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0094,Think Investments,VC,India,7,12,AI / conversational SaaS; Home Services / Hyperlocal; Horizontal ecommerce / social commerce; auto/used cars; defence drones; gaming/fantasy sports; healthtech | healthtech integrated care,; Pre-IPO Secondary; Seed; Series A; Series D; Series E; Series F extension; series_b,"Bengaluru, Karnataka; Gurugram; Mumbai; Noida",0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0095,Malabar Investments,Other,UNKNOWN,2,3,AI / conversational SaaS; consumer electronics,; Private placement; Series F extension,Delhi NCR; Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0096,Harbor Spring Capital,,,1,1,AI / conversational SaaS,Series F extension,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0097,Neuberger Berman,,,1,1,AI / conversational SaaS,Series F extension,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0098,White Oak,,,1,1,AI / conversational SaaS,Series F extension,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0099,Neeraj Arora,,,1,1,AI / conversational SaaS,Series F extension,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0100,Globespan Capital Partners,Venture Capital,UNKNOWN,1,3,AI / conversational SaaS,"; Series F extension (equity+debt, unpriced)",Mumbai,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0101,EvolutionX Debt Capital,Debt Fund,,1,2,AI / conversational SaaS,"; Series F extension (equity+debt, unpriced)",Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0102,Fidelity Investments,Asset Management,"Boston, MA, USA",6,9,AI / conversational SaaS; D2C beauty / beauty-tech retail; analytics / decision sciences / AI; auto/used cars; fintech; logistics,; Corporate minority; Series E; Series F (extended); Series G; Series H,Bengaluru; Gurugram; Mumbai; Noida,2,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0103,Tiger Global Management,Hedge Fund/VC,"New York, USA",12,26,B2B supply-chain commerce / fintech; Beauty-Tech SaaS; FoodTech / Quick Commerce; Insurtech / Fintech; auto/used cars; edge-ai chips; gaming (real-money skill gaming); healthtech (elective surgery chain); hr-tech/jobs; logistics; proptech; saas/billing,; Series B; Series C; Series C (unicorn); Series D; Series E; Series F; Series G,Bengaluru; Chennai; Gurugram; Hyderabad; Mumbai,4,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0104,Matrix Partners India (Z47),VC,"Bengaluru, India",1,3,AI / AI cloud infrastructure,; Debt; Series B (first equity round),Bengaluru,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0105,others,Other,UNKNOWN,7,12,AI / AI cloud infrastructure; SaaS / CRM; cleantech / cooling; fintech/market analytics; fitness/healthtech; insurtech; spacetech analytics,Pre-Series A; Seed; Series A; Series B; Series B (first equity round); Series B extension; Series C; Series C2; Series C3; pre-Series A; seed/early,Bengaluru; Kolkata; Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0106,Bhavish Aggarwal (family office),,,1,2,AI / AI cloud infrastructure,Founder commitment,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0107,"Axis Trustee Services (on behalf of Avendus, InCred, India Credit Opportunities)",,,1,1,AI / AI cloud infrastructure,Debt (share pledge),Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0108,Avendus,,,1,1,AI / AI cloud infrastructure,Debt (share pledge),Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0109,InCred,,,4,7,AI / AI cloud infrastructure; foodtech/qsr; hospitality/travel-tech; wealthtech / financial services,Debt (share pledge); Equity (Sunday PropTech); debt,Bengaluru; Gurugram; Kolkata; Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0110,India Credit Opportunities,,,1,1,AI / AI cloud infrastructure,Debt (share pledge),Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0111,HCLTech,CVC-corporate,"Noida, India",1,3,AI / LLMs / sovereign models,; Series B first close (of $300M),Bengaluru,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0112,Bessemer Venture Partners,VC,"San Francisco, CA, USA",8,28,AI / LLMs / sovereign models; AI / healthtech (pharmacovigilance); Fintech / Banking Infrastructure; Home interiors marketplace; cybersecurity; edtech short-form; insurtech reinsurance; travel AI,; Seed; Series A; Series A (second tranche); Series B; Series B first close (of $300M),Ahmedabad; Bengaluru; Gurugram; Pleasanton,6,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0113,Activate,,,1,1,AI / LLMs / sovereign models,Series B first close (of $300M),Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0114,Nvidia,CVC-corporate,"Santa Clara, CA, USA",2,6,AI / LLMs / sovereign models; Conversational AI / Enterprise AI,; Series B second tranche; Series F,Bengaluru; Chennai / Palo Alto,2,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0115,Gaja Capital,PE,"Mumbai, India",6,13,AI / LLMs / sovereign models; SaaS / CRM; cybersecurity / quantum; enterprise AI/analytics; fintech (housing finance); logistics,; Growth equity; Growth equity (two tranches); Secondary; Series A1; Series B; Series B extension; Series B second tranche; Series C; Series E; Series G,Bengaluru; Mumbai; Pune,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0116,IndiGo Ventures,,,2,3,AI / LLMs / sovereign models; d2c travel,; Series A; Series B second tranche,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0117,Glade Brook Capital,VC,UNKNOWN,3,4,AI / LLMs / sovereign models; media (Josh/Dailyhunt); spacetech,Series B extension; Series B second tranche; Series I,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0118,Lightspeed Venture Partners,VC,"Menlo Park, USA",11,35,AI / LLMs / sovereign models; EdTech; EdTech / Workforce Skilling; SaaS / API platform (GraphQL); b2b commerce; b2b manufacturing; edtech short-form; fintech (housing finance); hospitality/travel-tech; insurtech; social media,; Growth equity (two tranches); Pre-Series A; Seed; Series A; Series B; Series C; Series D; Series G; Series H / structured,Bengaluru; Gurugram; Mumbai; Noida,4,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0119,Insight Partners,Software-focused VC,"New York, USA",7,25,AI / healthtech (pharmacovigilance); SaaS (PSA / onboarding); SaaS / dev testing; fintech / digital banking; hr-tech/jobs; saas/api dev; saas/billing,; Series A; Series B; Series C; Series D; Series F; Series G; Series H,Bengaluru; Chennai; Mumbai; Pleasanton,4,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0120,Rajan Bajaj,,,1,2,fintech / digital banking,Insider equity (partly paid shares),Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0121,Elevation Capital,VC,India,14,46,D2C footwear; Horizontal ecommerce / social commerce; Robotics / DeepTech; auto/used cars; d2c beauty; edtech short-form; fintech / digital banking; fintech cross-border payments; insurtech; logistics; proptech; social media; travel-tech / visas; wealthtech,; Later-stage (negotiations); Pre-Seed; Pre-Series A; Seed; Seed VC - II (Pre-Series A); Series A; Series B; Series C; Series D; Series F; Series G; Total disclosed (Tracxn); Total funding,"Bengaluru; Bengaluru, Karnataka; Delhi NCR; Gurugram; Mumbai; Pune",2,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0122,Neo Wealth,Other,"Mumbai, India",1,3,fintech / digital banking,; Later-stage,Bengaluru,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0123,Kado Global,,,1,1,fintech / digital banking,Later-stage,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0124,Moore Strategic Ventures,Other,"New York, US",4,8,auto marketplace | used cars; fintech / digital banking; proptech; social media,; Convertible Note; Later-stage; Series E; Total funding,Bengaluru; Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0125,Blume Ventures,VC,India,13,43,Mobility / EV; Robotics / industrial automation (AMR); WealthTech; Wealthtech / Mutual Fund Advisory; agritech (dairy tech); edtech / school SaaS / AI learning; ev battery swapping; ev commercial; fintech / digital banking; healthtech / wearables; insurtech; regtech/id verification; spacetech,; Early VC; Pre-Series B; Seed; Series A; Series A / debt mix; Series B; Series C; Series E (equity); Series F; pre_series_c; series_c,Bengaluru; Delhi; Gurugram; Mumbai,2,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
